section,category,description,date,metric,value
Hospital Data,Hospital Level,Admissions (Daily),2020-07-12,Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),2020-07-12,7-Day Average of Patients Admitted to the Hospital,36
Hospital Data,Hospital Level,Admissions (Daily),2020-07-13,Patients Admitted to the Hospital,35
Hospital Data,Hospital Level,Admissions (Daily),2020-07-13,7-Day Average of Patients Admitted to the Hospital,37
Hospital Data,Hospital Level,Admissions (Daily),2020-07-14,Patients Admitted to the Hospital,66
Hospital Data,Hospital Level,Admissions (Daily),2020-07-14,7-Day Average of Patients Admitted to the Hospital,40
Hospital Data,Hospital Level,Admissions (Daily),2020-07-15,Patients Admitted to the Hospital,38
Hospital Data,Hospital Level,Admissions (Daily),2020-07-15,7-Day Average of Patients Admitted to the Hospital,39
Hospital Data,Hospital Level,Admissions (Daily),2020-07-16,Patients Admitted to the Hospital,53
Hospital Data,Hospital Level,Admissions (Daily),2020-07-16,7-Day Average of Patients Admitted to the Hospital,40
Hospital Data,Hospital Level,Admissions (Daily),2020-07-17,Patients Admitted to the Hospital,47
Hospital Data,Hospital Level,Admissions (Daily),2020-07-17,7-Day Average of Patients Admitted to the Hospital,41
Hospital Data,Hospital Level,Admissions (Daily),2020-07-18,Patients Admitted to the Hospital,17
Hospital Data,Hospital Level,Admissions (Daily),2020-07-18,7-Day Average of Patients Admitted to the Hospital,41
Hospital Data,Hospital Level,Admissions (Daily),2020-07-19,Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),2020-07-19,7-Day Average of Patients Admitted to the Hospital,41
Hospital Data,Hospital Level,Admissions (Daily),2020-07-20,Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),2020-07-20,7-Day Average of Patients Admitted to the Hospital,40
Hospital Data,Hospital Level,Admissions (Daily),2020-07-21,Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),2020-07-21,7-Day Average of Patients Admitted to the Hospital,34
Hospital Data,Hospital Level,Admissions (Daily),2020-07-22,Patients Admitted to the Hospital,48
Hospital Data,Hospital Level,Admissions (Daily),2020-07-22,7-Day Average of Patients Admitted to the Hospital,35
Hospital Data,Hospital Level,Admissions (Daily),2020-07-23,Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),2020-07-23,7-Day Average of Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),2020-07-24,Patients Admitted to the Hospital,42
Hospital Data,Hospital Level,Admissions (Daily),2020-07-24,7-Day Average of Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),2020-07-25,Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),2020-07-25,7-Day Average of Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),2020-07-26,Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),2020-07-26,7-Day Average of Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),2020-07-27,Patients Admitted to the Hospital,39
Hospital Data,Hospital Level,Admissions (Daily),2020-07-27,7-Day Average of Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),2020-07-28,Patients Admitted to the Hospital,41
Hospital Data,Hospital Level,Admissions (Daily),2020-07-28,7-Day Average of Patients Admitted to the Hospital,34
Hospital Data,Hospital Level,Admissions (Daily),2020-07-29,Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),2020-07-29,7-Day Average of Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),2020-07-30,Patients Admitted to the Hospital,35
Hospital Data,Hospital Level,Admissions (Daily),2020-07-30,7-Day Average of Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),2020-07-31,Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),2020-07-31,7-Day Average of Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),2020-08-01,Patients Admitted to the Hospital,13
Hospital Data,Hospital Level,Admissions (Daily),2020-08-01,7-Day Average of Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),2020-08-02,Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),2020-08-02,7-Day Average of Patients Admitted to the Hospital,30
Hospital Data,Hospital Level,Admissions (Daily),2020-08-03,Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),2020-08-03,7-Day Average of Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),2020-08-04,Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),2020-08-04,7-Day Average of Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),2020-08-05,Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),2020-08-05,7-Day Average of Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),2020-08-06,Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),2020-08-06,7-Day Average of Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),2020-08-07,Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),2020-08-07,7-Day Average of Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),2020-08-08,Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),2020-08-08,7-Day Average of Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),2020-08-09,Patients Admitted to the Hospital,17
Hospital Data,Hospital Level,Admissions (Daily),2020-08-09,7-Day Average of Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),2020-08-10,Patients Admitted to the Hospital,11
Hospital Data,Hospital Level,Admissions (Daily),2020-08-10,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),2020-08-11,Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),2020-08-11,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),2020-08-12,Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),2020-08-12,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),2020-08-13,Patients Admitted to the Hospital,14
Hospital Data,Hospital Level,Admissions (Daily),2020-08-13,7-Day Average of Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),2020-08-14,Patients Admitted to the Hospital,15
Hospital Data,Hospital Level,Admissions (Daily),2020-08-14,7-Day Average of Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),2020-08-15,Patients Admitted to the Hospital,13
Hospital Data,Hospital Level,Admissions (Daily),2020-08-15,7-Day Average of Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),2020-08-16,Patients Admitted to the Hospital,13
Hospital Data,Hospital Level,Admissions (Daily),2020-08-16,7-Day Average of Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),2020-08-17,Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),2020-08-17,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-08-18,Patients Admitted to the Hospital,7
Hospital Data,Hospital Level,Admissions (Daily),2020-08-18,7-Day Average of Patients Admitted to the Hospital,16
Hospital Data,Hospital Level,Admissions (Daily),2020-08-19,Patients Admitted to the Hospital,15
Hospital Data,Hospital Level,Admissions (Daily),2020-08-19,7-Day Average of Patients Admitted to the Hospital,14
Hospital Data,Hospital Level,Admissions (Daily),2020-08-20,Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),2020-08-20,7-Day Average of Patients Admitted to the Hospital,16
Hospital Data,Hospital Level,Admissions (Daily),2020-08-21,Patients Admitted to the Hospital,42
Hospital Data,Hospital Level,Admissions (Daily),2020-08-21,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),2020-08-22,Patients Admitted to the Hospital,5
Hospital Data,Hospital Level,Admissions (Daily),2020-08-22,7-Day Average of Patients Admitted to the Hospital,18
Hospital Data,Hospital Level,Admissions (Daily),2020-08-23,Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),2020-08-23,7-Day Average of Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Weekly),2020-04-12,Number of New Hospital Admissions,1626
Hospital Data,Hospital Level,Admissions (Weekly),2020-04-19,Number of New Hospital Admissions,912
Hospital Data,Hospital Level,Admissions (Weekly),2020-04-19,Percent Change,-0.44
Hospital Data,Hospital Level,Admissions (Weekly),2020-04-26,Number of New Hospital Admissions,565
Hospital Data,Hospital Level,Admissions (Weekly),2020-04-26,Percent Change,-0.38
Hospital Data,Hospital Level,Admissions (Weekly),2020-05-03,Number of New Hospital Admissions,418
Hospital Data,Hospital Level,Admissions (Weekly),2020-05-03,Percent Change,-0.26
Hospital Data,Hospital Level,Admissions (Weekly),2020-05-10,Number of New Hospital Admissions,367
Hospital Data,Hospital Level,Admissions (Weekly),2020-05-10,Percent Change,-0.12
Hospital Data,Hospital Level,Admissions (Weekly),2020-05-17,Number of New Hospital Admissions,303
Hospital Data,Hospital Level,Admissions (Weekly),2020-05-17,Percent Change,-0.17
Hospital Data,Hospital Level,Admissions (Weekly),2020-05-24,Number of New Hospital Admissions,205
Hospital Data,Hospital Level,Admissions (Weekly),2020-05-24,Percent Change,-0.32
Hospital Data,Hospital Level,Admissions (Weekly),2020-05-31,Number of New Hospital Admissions,132
Hospital Data,Hospital Level,Admissions (Weekly),2020-05-31,Percent Change,-0.36
Hospital Data,Hospital Level,Admissions (Weekly),2020-06-07,Number of New Hospital Admissions,145
Hospital Data,Hospital Level,Admissions (Weekly),2020-06-07,Percent Change,0.1
Hospital Data,Hospital Level,Admissions (Weekly),2020-06-14,Number of New Hospital Admissions,156
Hospital Data,Hospital Level,Admissions (Weekly),2020-06-14,Percent Change,0.08
Hospital Data,Hospital Level,Admissions (Weekly),2020-06-21,Number of New Hospital Admissions,132
Hospital Data,Hospital Level,Admissions (Weekly),2020-06-21,Percent Change,-0.15
Hospital Data,Hospital Level,Admissions (Weekly),2020-06-28,Number of New Hospital Admissions,174
Hospital Data,Hospital Level,Admissions (Weekly),2020-06-28,Percent Change,0.32
Hospital Data,Hospital Level,Admissions (Weekly),2020-07-05,Number of New Hospital Admissions,248
Hospital Data,Hospital Level,Admissions (Weekly),2020-07-05,Percent Change,0.43
Hospital Data,Hospital Level,Admissions (Weekly),2020-07-12,Number of New Hospital Admissions,288
Hospital Data,Hospital Level,Admissions (Weekly),2020-07-12,Percent Change,0.16
Hospital Data,Hospital Level,Admissions (Weekly),2020-07-19,Number of New Hospital Admissions,217
Hospital Data,Hospital Level,Admissions (Weekly),2020-07-19,Percent Change,-0.25
Hospital Data,Hospital Level,Admissions (Weekly),2020-07-26,Number of New Hospital Admissions,206
Hospital Data,Hospital Level,Admissions (Weekly),2020-07-26,Percent Change,-0.05
Hospital Data,Hospital Level,Admissions (Weekly),2020-08-02,Number of New Hospital Admissions,202
Hospital Data,Hospital Level,Admissions (Weekly),2020-08-02,Percent Change,-0.02
Hospital Data,Hospital Level,Admissions (Weekly),2020-08-09,Number of New Hospital Admissions,129
Hospital Data,Hospital Level,Admissions (Weekly),2020-08-09,Percent Change,-0.36
Hospital Data,Hospital Level,Admissions (Weekly),2020-08-16,Number of New Hospital Admissions,128
Hospital Data,Hospital Level,Admissions (Weekly),2020-08-16,Percent Change,-0.01
Hospital Data,Hospital Level,Admissions (Weekly),2020-08-23,Number of New Hospital Admissions,28
Hospital Data,Hospital Level,Admissions (Weekly),2020-08-23,Percent Change,-0.78
Hospital Data,Hospital Level,Discharges (Daily),2020-04-12,Patients Discharged or Transferred Within the Last 24 Hours,149
Hospital Data,Hospital Level,Discharges (Daily),2020-04-13,Patients Discharged or Transferred Within the Last 24 Hours,148
Hospital Data,Hospital Level,Discharges (Daily),2020-04-14,Patients Discharged or Transferred Within the Last 24 Hours,203
Hospital Data,Hospital Level,Discharges (Daily),2020-04-15,Patients Discharged or Transferred Within the Last 24 Hours,220
Hospital Data,Hospital Level,Discharges (Daily),2020-04-16,Patients Discharged or Transferred Within the Last 24 Hours,239
Hospital Data,Hospital Level,Discharges (Daily),2020-04-17,Patients Discharged or Transferred Within the Last 24 Hours,203
Hospital Data,Hospital Level,Discharges (Daily),2020-04-18,Patients Discharged or Transferred Within the Last 24 Hours,230
Hospital Data,Hospital Level,Discharges (Daily),2020-04-18,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,199
Hospital Data,Hospital Level,Discharges (Daily),2020-04-19,Patients Discharged or Transferred Within the Last 24 Hours,215
Hospital Data,Hospital Level,Discharges (Daily),2020-04-19,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,208
Hospital Data,Hospital Level,Discharges (Daily),2020-04-20,Patients Discharged or Transferred Within the Last 24 Hours,103
Hospital Data,Hospital Level,Discharges (Daily),2020-04-20,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,202
Hospital Data,Hospital Level,Discharges (Daily),2020-04-21,Patients Discharged or Transferred Within the Last 24 Hours,97
Hospital Data,Hospital Level,Discharges (Daily),2020-04-21,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,187
Hospital Data,Hospital Level,Discharges (Daily),2020-04-22,Patients Discharged or Transferred Within the Last 24 Hours,73
Hospital Data,Hospital Level,Discharges (Daily),2020-04-22,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,166
Hospital Data,Hospital Level,Discharges (Daily),2020-04-23,Patients Discharged or Transferred Within the Last 24 Hours,77
Hospital Data,Hospital Level,Discharges (Daily),2020-04-23,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,143
Hospital Data,Hospital Level,Discharges (Daily),2020-04-24,Patients Discharged or Transferred Within the Last 24 Hours,72
Hospital Data,Hospital Level,Discharges (Daily),2020-04-24,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,124
Hospital Data,Hospital Level,Discharges (Daily),2020-04-25,Patients Discharged or Transferred Within the Last 24 Hours,57
Hospital Data,Hospital Level,Discharges (Daily),2020-04-25,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,99
Hospital Data,Hospital Level,Discharges (Daily),2020-04-26,Patients Discharged or Transferred Within the Last 24 Hours,64
Hospital Data,Hospital Level,Discharges (Daily),2020-04-26,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,78
Hospital Data,Hospital Level,Discharges (Daily),2020-04-27,Patients Discharged or Transferred Within the Last 24 Hours,53
Hospital Data,Hospital Level,Discharges (Daily),2020-04-27,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,70
Hospital Data,Hospital Level,Discharges (Daily),2020-04-28,Patients Discharged or Transferred Within the Last 24 Hours,72
Hospital Data,Hospital Level,Discharges (Daily),2020-04-28,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,67
